epoch,critic_loss,generator_loss,wasserstein_estimate,clip_boundary_fraction,epsilon,duration_seconds
34,0.0015471713394736466,-0.00815271573762099,-0.0015471713394736466,0.0072594670406732125,1.5419104345566785,1.827028512954712
35,0.001340865987636473,-0.007261866672585408,-0.001340865987636473,0.007032845167813695,1.5656808118610293,1.7693030834197998
36,0.001061735087600739,-0.007351217675022781,-0.001061735087600739,0.007147265077138849,1.58945118916538,1.7883937358856201
37,0.0007293153574447269,-0.007530798794080814,-0.0007293153574447269,0.006974656707655175,1.6132215664697307,1.822951078414917
38,0.0015449708773066168,-0.00869717113673687,-0.0015449708773066168,0.007109038129097491,1.6369919437740814,1.7529008388519287
39,0.001962447913525545,-0.0080669776070863,-0.001962447913525545,0.006994748687171789,1.6607623210784321,1.732980728149414
40,0.0016461170744150877,-0.006784323944399754,-0.0016461170744150877,0.00691620731269774,1.6845326983827829,1.761652946472168
41,0.001385621007774835,-0.006164228419462839,-0.001385621007774835,0.006855018102351676,1.7065725496361384,1.873807430267334
42,0.0018825771125114482,-0.007459331827703863,-0.0018825771125114482,0.006819791904497863,1.7280644517878967,1.8793549537658691
43,0.0018069280473434408,-0.007985419531663259,-0.0018069280473434408,0.006624090805310022,1.749556353939655,1.7969138622283936
44,0.0010354657373998475,-0.008060953579843044,-0.0010354657373998475,0.006599693401611273,1.7710482560914134,1.6909682750701904
45,0.0004789954577775105,-0.007959452806971967,-0.0004789954577775105,0.006534459701881993,1.7925401582431717,1.8511097431182861
46,0.0017135956668821366,-0.009030362280706564,-0.0017135956668821366,0.006575556932711439,1.8139618024715707,1.7085444927215576
47,0.0016669788823017607,-0.007982197310775518,-0.0016669788823017607,0.006525457451319353,1.8351832771226875,1.7272837162017822
48,0.001300452924940897,-0.0071114859892986715,-0.001300452924940897,0.006557030561988323,1.8562116542296407,1.8901429176330566
49,0.0011158769687070794,-0.006973908810565869,-0.0011158769687070794,0.0063507616034443395,1.8770542867714048,1.6105947494506836
50,0.001190160482150057,-0.007455742762734492,-0.001190160482150057,0.006218206725594443,1.897718823925472,1.74107027053833
