epoch,critic_loss,generator_loss,wasserstein_estimate,clip_boundary_fraction,epsilon,duration_seconds
29,-0.001354543897120849,-0.0661628559231758,0.001354543897120849,0.008181871554845234,6.016264422836077,1.753488302230835
30,-0.0001202057237210481,-0.07301477901637554,0.0001202057237210481,0.007929808539091294,6.120994059014178,1.8088700771331787
31,-0.0010283072681530662,-0.06501597836613655,0.0010283072681530662,0.007864574839362013,6.224235647139527,1.894730806350708
32,-0.0023535864184732022,-0.06858620097239812,0.0023535864184732022,0.007953292670993836,6.325409002568813,1.7521092891693115
33,-0.0008177394452302352,-0.07500038482248783,0.0008177394452302352,0.007623732019961512,6.426582357998099,1.8639230728149414
34,0.00022781348746755847,-0.07401591936747233,-0.00022781348746755847,0.00738562901594964,6.5264223970050095,1.8272395133972168
35,0.0002737950695597607,-0.05990631009141604,-0.0002737950695597607,0.007169444535046803,6.624128755081024,1.7274346351623535
36,-0.0035339780151844025,-0.06413816125132143,0.0035339780151844025,0.007417984931015364,6.72183511315704,1.7734241485595703
37,0.0004562320916549019,-0.06635334293047587,-0.0004562320916549019,0.007195798949737431,6.819525109535927,1.7797880172729492
38,-0.0008984797674676646,-0.06424327169855436,0.0008984797674676646,0.007234417299977168,6.913847643582318,1.7600557804107666
39,0.001389226997676103,-0.0733548910357058,-0.001389226997676103,0.006974004370657883,7.008170177628707,1.8351972103118896
40,0.0011235746838476348,-0.06303788398702939,-0.0011235746838476348,0.006967220065886034,7.102492711675098,1.866070032119751
41,0.0007889142826847408,-0.053870671739180885,-0.0007889142826847408,0.006817704426106526,7.196072342717546,1.7969789505004883
42,-0.001031337791810865,-0.05351548199541867,0.001031337791810865,0.006949867901758047,7.28708879715246,1.7365314960479736
43,0.0020639165102139764,-0.061399710426727934,-0.0020639165102139764,0.006563423464561791,7.3781052515873755,1.658170461654663
44,0.0006431736375974572,-0.05870024437705676,-0.0006431736375974572,0.006564206268958544,7.46912170602229,1.5552771091461182
45,0.0014119908699522848,-0.05342477257363498,-0.0014119908699522848,0.006429824847516227,7.560138160457204,1.771604061126709
46,0.001064877309229063,-0.058483750373125074,-0.001064877309229063,0.0066651880361394715,7.647989523877044,1.774338960647583
47,0.0003643532324096431,-0.05702028398712476,-0.0003643532324096431,0.006632310251475911,7.7357727963160245,1.7158880233764648
48,0.000861829065758249,-0.04985164338722825,-0.000861829065758249,0.006544897093838678,7.823556068755008,1.7375869750976562
49,0.0005041373812634012,-0.049251095453898115,-0.0005041373812634012,0.006464790110571121,7.911339341193988,1.7324726581573486
50,0.000527744626869326,-0.053777691721916196,-0.000527744626869326,0.006328582145536384,7.998524829795445,1.7519302368164062
